main_team,opponent_team,goal_fatti,no_goal,goal,tot_goals,goal_subiti,away_home,result,team_has_scored,giornata,goal_no_goal,team_has_conceded_goal,competition,position,playedGames,form,won,draw,lost,points,goalsFor,goalsAgainst,goalDifference,team_short_name,team_group
Union Berlin,Augsburg,2,False,True,4,2,home,Draw,True,14.0,Goal,True,Bundesliga,13,27,"L,D,D,L,W",8,5,14,29,35,50,-15,Augsburg,1
M'gladbach,Dortmund,4,False,True,6,2,home,Win,True,15.0,Goal,True,Bundesliga,2,27,"W,L,W,D,W",18,2,7,56,59,36,23,Dortmund,0
Augsburg,Bochum,0,True,False,1,1,home,Loss,False,15.0,No Goal,True,Bundesliga,15,27,"L,D,W,W,L",8,2,17,26,30,60,-30,Bochum,2
Hertha,FC Koln,2,True,False,2,0,home,Win,True,15.0,No Goal,False,Bundesliga,12,27,"W,D,L,L,D",7,10,10,31,36,45,-9,FC Koln,1
Hoffenheim,Wolfsburg,1,False,True,3,2,home,Loss,True,15.0,Goal,True,Bundesliga,9,27,"L,D,W,D,D",10,9,8,39,46,36,10,Wolfsburg,1
Leverkusen,Stuttgart,2,True,False,2,0,home,Win,True,15.0,No Goal,False,Bundesliga,16,27,"W,L,L,D,L",5,8,14,23,32,47,-15,Stuttgart,2
Werder Bremen,RB Leipzig,1,False,True,3,2,home,Loss,True,15.0,Goal,True,Bundesliga,4,27,"W,L,L,W,L",14,6,7,48,50,33,17,RB Leipzig,0
Schalke 04,Bayern Munich,0,True,False,2,2,home,Loss,False,15.0,No Goal,True,Bundesliga,1,27,"W,W,L,W,W",17,7,3,58,77,29,48,Bayern Munich,0
Mainz,Ein Frankfurt,1,False,True,2,1,home,Draw,True,15.0,Goal,True,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
Freiburg,Union Berlin,4,False,True,5,1,home,Win,True,15.0,Goal,True,Bundesliga,3,27,"L,W,W,D,D",15,6,6,51,42,30,12,Union Berlin,0
RB Leipzig,Bayern Munich,1,False,True,2,1,home,Draw,True,16.0,Goal,True,Bundesliga,1,27,"W,W,L,W,W",17,7,3,58,77,29,48,Bayern Munich,0
Bochum,Hertha,3,False,True,4,1,home,Win,True,16.0,Goal,True,Bundesliga,17,27,"L,D,L,D,L",5,7,15,22,31,50,-19,Hertha,2
Ein Frankfurt,Schalke 04,3,True,False,3,0,home,Win,True,16.0,No Goal,False,Bundesliga,18,27,"L,L,D,D,W",4,9,14,21,21,50,-29,Schalke 04,2
Stuttgart,Mainz,1,False,True,2,1,home,Draw,True,16.0,Goal,True,Bundesliga,8,27,"D,W,D,D,W",11,8,8,41,45,38,7,Mainz,1
Union Berlin,Hoffenheim,3,False,True,4,1,home,Win,True,16.0,Goal,True,Bundesliga,14,27,"W,W,W,L,L",8,4,15,28,37,46,-9,Hoffenheim,1
Wolfsburg,Freiburg,6,True,False,6,0,home,Win,True,16.0,No Goal,False,Bundesliga,5,27,"L,D,D,W,D",13,8,6,47,39,36,3,Freiburg,0
FC Koln,Werder Bremen,7,False,True,8,1,home,Win,True,16.0,Goal,True,Bundesliga,11,27,"D,L,D,L,L",9,5,13,32,42,52,-10,Werder Bremen,1
Dortmund,Augsburg,4,False,True,7,3,home,Win,True,16.0,Goal,True,Bundesliga,13,27,"L,D,D,L,W",8,5,14,29,35,50,-15,Augsburg,1
M'gladbach,Leverkusen,2,False,True,5,3,home,Loss,True,16.0,Goal,True,Bundesliga,6,27,"W,W,W,W,W",13,4,10,43,51,41,10,Leverkusen,0
Schalke 04,RB Leipzig,1,False,True,7,6,home,Loss,True,17.0,Goal,True,Bundesliga,4,27,"W,L,L,W,L",14,6,7,48,50,33,17,RB Leipzig,0
Bayern Munich,FC Koln,1,False,True,2,1,home,Draw,True,17.0,Goal,True,Bundesliga,12,27,"W,D,L,L,D",7,10,10,31,36,45,-9,FC Koln,1
Hertha,Wolfsburg,0,True,False,5,5,home,Loss,False,17.0,No Goal,True,Bundesliga,9,27,"L,D,W,D,D",10,9,8,39,46,36,10,Wolfsburg,1
Hoffenheim,Stuttgart,2,False,True,4,2,home,Draw,True,17.0,Goal,True,Bundesliga,16,27,"W,L,L,D,L",5,8,14,23,32,47,-15,Stuttgart,2
Mainz,Dortmund,1,False,True,3,2,home,Loss,True,17.0,Goal,True,Bundesliga,2,27,"W,L,W,D,W",18,2,7,56,59,36,23,Dortmund,0
Augsburg,M'gladbach,1,True,False,1,0,home,Win,True,17.0,No Goal,False,Bundesliga,10,27,"W,D,D,L,D",9,8,10,35,42,44,-2,M'gladbach,1
Freiburg,Ein Frankfurt,1,False,True,2,1,home,Draw,True,17.0,Goal,True,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
Leverkusen,Bochum,2,True,False,2,0,home,Win,True,17.0,No Goal,False,Bundesliga,15,27,"L,D,W,W,L",8,2,17,26,30,60,-30,Bochum,2
Werder Bremen,Union Berlin,1,False,True,3,2,home,Loss,True,17.0,Goal,True,Bundesliga,3,27,"L,W,W,D,D",15,6,6,51,42,30,12,Union Berlin,0
RB Leipzig,Stuttgart,2,False,True,3,1,home,Win,True,18.0,Goal,True,Bundesliga,16,27,"W,L,L,D,L",5,8,14,23,32,47,-15,Stuttgart,2
Freiburg,Augsburg,3,False,True,4,1,home,Win,True,18.0,Goal,True,Bundesliga,13,27,"L,D,D,L,W",8,5,14,29,35,50,-15,Augsburg,1
Hertha,Union Berlin,0,True,False,2,2,home,Loss,False,18.0,No Goal,True,Bundesliga,3,27,"L,W,W,D,D",15,6,6,51,42,30,12,Union Berlin,0
Hoffenheim,M'gladbach,1,False,True,5,4,home,Loss,True,18.0,Goal,True,Bundesliga,10,27,"W,D,D,L,D",9,8,10,35,42,44,-2,M'gladbach,1
Mainz,Bochum,5,False,True,7,2,home,Win,True,18.0,Goal,True,Bundesliga,15,27,"L,D,W,W,L",8,2,17,26,30,60,-30,Bochum,2
Werder Bremen,Wolfsburg,2,False,True,3,1,home,Win,True,18.0,Goal,True,Bundesliga,9,27,"L,D,W,D,D",10,9,8,39,46,36,10,Wolfsburg,1
Bayern Munich,Ein Frankfurt,1,False,True,2,1,home,Draw,True,18.0,Goal,True,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
Schalke 04,FC Koln,0,True,False,0,0,home,Draw,False,18.0,No Goal,False,Bundesliga,12,27,"W,D,L,L,D",7,10,10,31,36,45,-9,FC Koln,1
Leverkusen,Dortmund,0,True,False,2,2,home,Loss,False,18.0,No Goal,True,Bundesliga,2,27,"W,L,W,D,W",18,2,7,56,59,36,23,Dortmund,0
Augsburg,Leverkusen,1,True,False,1,0,home,Win,True,19.0,No Goal,False,Bundesliga,6,27,"W,W,W,W,W",13,4,10,43,51,41,10,Leverkusen,0
Bochum,Hoffenheim,5,False,True,7,2,home,Win,True,19.0,Goal,True,Bundesliga,14,27,"W,W,W,L,L",8,4,15,28,37,46,-9,Hoffenheim,1
Dortmund,Freiburg,5,False,True,6,1,home,Win,True,19.0,Goal,True,Bundesliga,5,27,"L,D,D,W,D",13,8,6,47,39,36,3,Freiburg,0
Ein Frankfurt,Hertha,3,True,False,3,0,home,Win,True,19.0,No Goal,False,Bundesliga,17,27,"L,D,L,D,L",5,7,15,22,31,50,-19,Hertha,2
FC Koln,RB Leipzig,0,True,False,0,0,home,Draw,False,19.0,No Goal,False,Bundesliga,4,27,"W,L,L,W,L",14,6,7,48,50,33,17,RB Leipzig,0
Union Berlin,Mainz,2,False,True,3,1,home,Win,True,19.0,Goal,True,Bundesliga,8,27,"D,W,D,D,W",11,8,8,41,45,38,7,Mainz,1
M'gladbach,Schalke 04,0,True,False,0,0,home,Draw,False,19.0,No Goal,False,Bundesliga,18,27,"L,L,D,D,W",4,9,14,21,21,50,-29,Schalke 04,2
Stuttgart,Werder Bremen,0,True,False,2,2,home,Loss,False,19.0,No Goal,True,Bundesliga,11,27,"D,L,D,L,L",9,5,13,32,42,52,-10,Werder Bremen,1
Wolfsburg,Bayern Munich,2,False,True,6,4,home,Loss,True,19.0,Goal,True,Bundesliga,1,27,"W,W,L,W,W",17,7,3,58,77,29,48,Bayern Munich,0
Schalke 04,Wolfsburg,0,True,False,0,0,home,Draw,False,20.0,No Goal,False,Bundesliga,9,27,"L,D,W,D,D",10,9,8,39,46,36,10,Wolfsburg,1
Bayern Munich,Bochum,3,True,False,3,0,home,Win,True,20.0,No Goal,False,Bundesliga,15,27,"L,D,W,W,L",8,2,17,26,30,60,-30,Bochum,2
Freiburg,Stuttgart,2,False,True,3,1,home,Win,True,20.0,Goal,True,Bundesliga,16,27,"W,L,L,D,L",5,8,14,23,32,47,-15,Stuttgart,2
Hoffenheim,Leverkusen,1,False,True,4,3,home,Loss,True,20.0,Goal,True,Bundesliga,6,27,"W,W,W,W,W",13,4,10,43,51,41,10,Leverkusen,0
Mainz,Augsburg,3,False,True,4,1,home,Win,True,20.0,Goal,True,Bundesliga,13,27,"L,D,D,L,W",8,5,14,29,35,50,-15,Augsburg,1
Werder Bremen,Dortmund,0,True,False,2,2,home,Loss,False,20.0,No Goal,True,Bundesliga,2,27,"W,L,W,D,W",18,2,7,56,59,36,23,Dortmund,0
RB Leipzig,Union Berlin,1,False,True,3,2,home,Loss,True,20.0,Goal,True,Bundesliga,3,27,"L,W,W,D,D",15,6,6,51,42,30,12,Union Berlin,0
Hertha,M'gladbach,4,False,True,5,1,home,Win,True,20.0,Goal,True,Bundesliga,10,27,"W,D,D,L,D",9,8,10,35,42,44,-2,M'gladbach,1
FC Koln,Ein Frankfurt,3,True,False,3,0,home,Win,True,20.0,No Goal,False,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
Augsburg,Hoffenheim,1,True,False,1,0,home,Win,True,21.0,No Goal,False,Bundesliga,14,27,"W,W,W,L,L",8,4,15,28,37,46,-9,Hoffenheim,1
Bochum,Freiburg,0,True,False,2,2,home,Loss,False,21.0,No Goal,True,Bundesliga,5,27,"L,D,D,W,D",13,8,6,47,39,36,3,Freiburg,0
M'gladbach,Bayern Munich,3,False,True,5,2,home,Win,True,21.0,Goal,True,Bundesliga,1,27,"W,W,L,W,W",17,7,3,58,77,29,48,Bayern Munich,0
Stuttgart,FC Koln,3,True,False,3,0,home,Win,True,21.0,No Goal,False,Bundesliga,12,27,"W,D,L,L,D",7,10,10,31,36,45,-9,FC Koln,1
Wolfsburg,RB Leipzig,0,True,False,3,3,home,Loss,False,21.0,No Goal,True,Bundesliga,4,27,"W,L,L,W,L",14,6,7,48,50,33,17,RB Leipzig,0
Ein Frankfurt,Werder Bremen,2,True,False,2,0,home,Win,True,21.0,No Goal,False,Bundesliga,11,27,"D,L,D,L,L",9,5,13,32,42,52,-10,Werder Bremen,1
Union Berlin,Schalke 04,0,True,False,0,0,home,Draw,False,21.0,No Goal,False,Bundesliga,18,27,"L,L,D,D,W",4,9,14,21,21,50,-29,Schalke 04,2
Dortmund,Hertha,4,False,True,5,1,home,Win,True,21.0,Goal,True,Bundesliga,17,27,"L,D,L,D,L",5,7,15,22,31,50,-19,Hertha,2
Leverkusen,Mainz,2,False,True,5,3,home,Loss,True,21.0,Goal,True,Bundesliga,8,27,"D,W,D,D,W",11,8,8,41,45,38,7,Mainz,1
Mainz,M'gladbach,4,True,False,4,0,home,Win,True,22.0,No Goal,False,Bundesliga,10,27,"W,D,D,L,D",9,8,10,35,42,44,-2,M'gladbach,1
FC Koln,Wolfsburg,0,True,False,2,2,home,Loss,False,22.0,No Goal,True,Bundesliga,9,27,"L,D,W,D,D",10,9,8,39,46,36,10,Wolfsburg,1
Hertha,Augsburg,2,True,False,2,0,home,Win,True,22.0,No Goal,False,Bundesliga,13,27,"L,D,D,L,W",8,5,14,29,35,50,-15,Augsburg,1
Hoffenheim,Dortmund,0,True,False,1,1,home,Loss,False,22.0,No Goal,True,Bundesliga,2,27,"W,L,W,D,W",18,2,7,56,59,36,23,Dortmund,0
RB Leipzig,Ein Frankfurt,2,False,True,3,1,home,Win,True,22.0,Goal,True,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
Werder Bremen,Bochum,3,True,False,3,0,home,Win,True,22.0,No Goal,False,Bundesliga,15,27,"L,D,W,W,L",8,2,17,26,30,60,-30,Bochum,2
Schalke 04,Stuttgart,2,False,True,3,1,home,Win,True,22.0,Goal,True,Bundesliga,16,27,"W,L,L,D,L",5,8,14,23,32,47,-15,Stuttgart,2
Freiburg,Leverkusen,1,False,True,2,1,home,Draw,True,22.0,Goal,True,Bundesliga,6,27,"W,W,W,W,W",13,4,10,43,51,41,10,Leverkusen,0
Bayern Munich,Union Berlin,3,True,False,3,0,home,Win,True,22.0,No Goal,False,Bundesliga,3,27,"L,W,W,D,D",15,6,6,51,42,30,12,Union Berlin,0
Dortmund,RB Leipzig,2,False,True,3,1,home,Win,True,23.0,Goal,True,Bundesliga,4,27,"W,L,L,W,L",14,6,7,48,50,33,17,RB Leipzig,0
Augsburg,Werder Bremen,2,False,True,3,1,home,Win,True,23.0,Goal,True,Bundesliga,11,27,"D,L,D,L,L",9,5,13,32,42,52,-10,Werder Bremen,1
Bochum,Schalke 04,0,True,False,2,2,home,Loss,False,23.0,No Goal,True,Bundesliga,18,27,"L,L,D,D,W",4,9,14,21,21,50,-29,Schalke 04,2
Mainz,Hoffenheim,1,True,False,1,0,home,Win,True,23.0,No Goal,False,Bundesliga,14,27,"W,W,W,L,L",8,4,15,28,37,46,-9,Hoffenheim,1
M'gladbach,Freiburg,0,True,False,0,0,home,Draw,False,23.0,No Goal,False,Bundesliga,5,27,"L,D,D,W,D",13,8,6,47,39,36,3,Freiburg,0
Union Berlin,FC Koln,0,True,False,0,0,home,Draw,False,23.0,No Goal,False,Bundesliga,12,27,"W,D,L,L,D",7,10,10,31,36,45,-9,FC Koln,1
Stuttgart,Bayern Munich,1,False,True,3,2,home,Loss,True,23.0,Goal,True,Bundesliga,1,27,"W,W,L,W,W",17,7,3,58,77,29,48,Bayern Munich,0
Leverkusen,Hertha,4,False,True,5,1,home,Win,True,23.0,Goal,True,Bundesliga,17,27,"L,D,L,D,L",5,7,15,22,31,50,-19,Hertha,2
Wolfsburg,Ein Frankfurt,2,False,True,4,2,home,Draw,True,23.0,Goal,True,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
FC Koln,Bochum,0,True,False,2,2,home,Loss,False,24.0,No Goal,True,Bundesliga,15,27,"L,D,W,W,L",8,2,17,26,30,60,-30,Bochum,2
Bayern Munich,Augsburg,5,False,True,8,3,home,Win,True,24.0,Goal,True,Bundesliga,13,27,"L,D,D,L,W",8,5,14,29,35,50,-15,Augsburg,1
Ein Frankfurt,Stuttgart,1,False,True,2,1,home,Draw,True,24.0,Goal,True,Bundesliga,16,27,"W,L,L,D,L",5,8,14,23,32,47,-15,Stuttgart,2
Hertha,Mainz,1,False,True,2,1,home,Draw,True,24.0,Goal,True,Bundesliga,8,27,"D,W,D,D,W",11,8,8,41,45,38,7,Mainz,1
RB Leipzig,M'gladbach,3,True,False,3,0,home,Win,True,24.0,No Goal,False,Bundesliga,10,27,"W,D,D,L,D",9,8,10,35,42,44,-2,M'gladbach,1
Schalke 04,Dortmund,2,False,True,4,2,home,Draw,True,24.0,Goal,True,Bundesliga,2,27,"W,L,W,D,W",18,2,7,56,59,36,23,Dortmund,0
Freiburg,Hoffenheim,2,False,True,3,1,home,Win,True,24.0,Goal,True,Bundesliga,14,27,"W,W,W,L,L",8,4,15,28,37,46,-9,Hoffenheim,1
Werder Bremen,Leverkusen,2,False,True,5,3,home,Loss,True,24.0,Goal,True,Bundesliga,6,27,"W,W,W,W,W",13,4,10,43,51,41,10,Leverkusen,0
Wolfsburg,Union Berlin,1,False,True,2,1,home,Draw,True,24.0,Goal,True,Bundesliga,3,27,"L,W,W,D,D",15,6,6,51,42,30,12,Union Berlin,0
M'gladbach,Werder Bremen,2,False,True,4,2,home,Draw,True,25.0,Goal,True,Bundesliga,11,27,"D,L,D,L,L",9,5,13,32,42,52,-10,Werder Bremen,1
Augsburg,Schalke 04,1,False,True,2,1,home,Draw,True,25.0,Goal,True,Bundesliga,18,27,"L,L,D,D,W",4,9,14,21,21,50,-29,Schalke 04,2
Bochum,RB Leipzig,1,True,False,1,0,home,Win,True,25.0,No Goal,False,Bundesliga,4,27,"W,L,L,W,L",14,6,7,48,50,33,17,RB Leipzig,0
Hoffenheim,Hertha,3,False,True,4,1,home,Win,True,25.0,Goal,True,Bundesliga,17,27,"L,D,L,D,L",5,7,15,22,31,50,-19,Hertha,2
Stuttgart,Wolfsburg,0,True,False,1,1,home,Loss,False,25.0,No Goal,True,Bundesliga,9,27,"L,D,W,D,D",10,9,8,39,46,36,10,Wolfsburg,1
Dortmund,FC Koln,6,False,True,7,1,home,Win,True,25.0,Goal,True,Bundesliga,12,27,"W,D,L,L,D",7,10,10,31,36,45,-9,FC Koln,1
Union Berlin,Ein Frankfurt,2,True,False,2,0,home,Win,True,25.0,No Goal,False,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
Leverkusen,Bayern Munich,2,False,True,3,1,home,Win,True,25.0,Goal,True,Bundesliga,1,27,"W,W,L,W,W",17,7,3,58,77,29,48,Bayern Munich,0
Mainz,Freiburg,1,False,True,2,1,home,Draw,True,25.0,Goal,True,Bundesliga,5,27,"L,D,D,W,D",13,8,6,47,39,36,3,Freiburg,0
Ein Frankfurt,Bochum,1,False,True,2,1,home,Draw,True,26.0,Goal,True,Bundesliga,15,27,"L,D,W,W,L",8,2,17,26,30,60,-30,Bochum,2
Freiburg,Hertha,1,False,True,2,1,home,Draw,True,26.0,Goal,True,Bundesliga,17,27,"L,D,L,D,L",5,7,15,22,31,50,-19,Hertha,2
RB Leipzig,Mainz,0,True,False,3,3,home,Loss,False,26.0,No Goal,True,Bundesliga,8,27,"D,W,D,D,W",11,8,8,41,45,38,7,Mainz,1
Schalke 04,Leverkusen,0,True,False,3,3,home,Loss,False,26.0,No Goal,True,Bundesliga,6,27,"W,W,W,W,W",13,4,10,43,51,41,10,Leverkusen,0
Union Berlin,Stuttgart,3,True,False,3,0,home,Win,True,26.0,No Goal,False,Bundesliga,16,27,"W,L,L,D,L",5,8,14,23,32,47,-15,Stuttgart,2
Wolfsburg,Augsburg,2,False,True,4,2,home,Draw,True,26.0,Goal,True,Bundesliga,13,27,"L,D,D,L,W",8,5,14,29,35,50,-15,Augsburg,1
Bayern Munich,Dortmund,4,False,True,6,2,home,Win,True,26.0,Goal,True,Bundesliga,2,27,"W,L,W,D,W",18,2,7,56,59,36,23,Dortmund,0
FC Koln,M'gladbach,0,True,False,0,0,home,Draw,False,26.0,No Goal,False,Bundesliga,10,27,"W,D,D,L,D",9,8,10,35,42,44,-2,M'gladbach,1
Werder Bremen,Hoffenheim,1,False,True,3,2,home,Loss,True,26.0,Goal,True,Bundesliga,14,27,"W,W,W,L,L",8,4,15,28,37,46,-9,Hoffenheim,1
Bayern Munich,Ein Frankfurt,6,False,True,7,1,away,Win,True,1.0,Goal,True,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
Freiburg,Augsburg,4,True,False,4,0,away,Win,True,1.0,No Goal,False,Bundesliga,13,27,"L,D,D,L,W",8,5,14,29,35,50,-15,Augsburg,1
Mainz,Bochum,2,False,True,3,1,away,Win,True,1.0,Goal,True,Bundesliga,15,27,"L,D,W,W,L",8,2,17,26,30,60,-30,Bochum,2
Hoffenheim,M'gladbach,1,False,True,4,3,away,Loss,True,1.0,Goal,True,Bundesliga,10,27,"W,D,D,L,D",9,8,10,35,42,44,-2,M'gladbach,1
Hertha,Union Berlin,1,False,True,4,3,away,Loss,True,1.0,Goal,True,Bundesliga,3,27,"L,W,W,D,D",15,6,6,51,42,30,12,Union Berlin,0
Werder Bremen,Wolfsburg,2,False,True,4,2,away,Draw,True,1.0,Goal,True,Bundesliga,9,27,"L,D,W,D,D",10,9,8,39,46,36,10,Wolfsburg,1
Leverkusen,Dortmund,0,True,False,1,1,away,Loss,False,1.0,No Goal,True,Bundesliga,2,27,"W,L,W,D,W",18,2,7,56,59,36,23,Dortmund,0
RB Leipzig,Stuttgart,1,False,True,2,1,away,Draw,True,1.0,Goal,True,Bundesliga,16,27,"W,L,L,D,L",5,8,14,23,32,47,-15,Stuttgart,2
Schalke 04,FC Koln,1,False,True,4,3,away,Loss,True,1.0,Goal,True,Bundesliga,12,27,"W,D,L,L,D",7,10,10,31,36,45,-9,FC Koln,1
Dortmund,Freiburg,3,False,True,4,1,away,Win,True,2.0,Goal,True,Bundesliga,5,27,"L,D,D,W,D",13,8,6,47,39,36,3,Freiburg,0
Ein Frankfurt,Hertha,1,False,True,2,1,away,Draw,True,2.0,Goal,True,Bundesliga,17,27,"L,D,L,D,L",5,7,15,22,31,50,-19,Hertha,2
Bochum,Hoffenheim,2,False,True,5,3,away,Loss,True,2.0,Goal,True,Bundesliga,14,27,"W,W,W,L,L",8,4,15,28,37,46,-9,Hoffenheim,1
Augsburg,Leverkusen,2,False,True,3,1,away,Win,True,2.0,Goal,True,Bundesliga,6,27,"W,W,W,W,W",13,4,10,43,51,41,10,Leverkusen,0
FC Koln,RB Leipzig,2,False,True,4,2,away,Draw,True,2.0,Goal,True,Bundesliga,4,27,"W,L,L,W,L",14,6,7,48,50,33,17,RB Leipzig,0
Stuttgart,Werder Bremen,2,False,True,4,2,away,Draw,True,2.0,Goal,True,Bundesliga,11,27,"D,L,D,L,L",9,5,13,32,42,52,-10,Werder Bremen,1
M'gladbach,Schalke 04,2,False,True,4,2,away,Draw,True,2.0,Goal,True,Bundesliga,18,27,"L,L,D,D,W",4,9,14,21,21,50,-29,Schalke 04,2
Union Berlin,Mainz,0,True,False,0,0,away,Draw,False,2.0,No Goal,False,Bundesliga,8,27,"D,W,D,D,W",11,8,8,41,45,38,7,Mainz,1
Wolfsburg,Bayern Munich,0,True,False,2,2,away,Loss,False,2.0,No Goal,True,Bundesliga,1,27,"W,W,L,W,W",17,7,3,58,77,29,48,Bayern Munich,0
Hertha,M'gladbach,0,True,False,1,1,away,Loss,False,3.0,No Goal,True,Bundesliga,10,27,"W,D,D,L,D",9,8,10,35,42,44,-2,M'gladbach,1
Mainz,Augsburg,2,False,True,3,1,away,Win,True,3.0,Goal,True,Bundesliga,13,27,"L,D,D,L,W",8,5,14,29,35,50,-15,Augsburg,1
Werder Bremen,Dortmund,3,False,True,5,2,away,Win,True,3.0,Goal,True,Bundesliga,2,27,"W,L,W,D,W",18,2,7,56,59,36,23,Dortmund,0
Hoffenheim,Leverkusen,3,True,False,3,0,away,Win,True,3.0,No Goal,False,Bundesliga,6,27,"W,W,W,W,W",13,4,10,43,51,41,10,Leverkusen,0
Freiburg,Stuttgart,1,True,False,1,0,away,Win,True,3.0,No Goal,False,Bundesliga,16,27,"W,L,L,D,L",5,8,14,23,32,47,-15,Stuttgart,2
Schalke 04,Wolfsburg,0,True,False,0,0,away,Draw,False,3.0,No Goal,False,Bundesliga,9,27,"L,D,W,D,D",10,9,8,39,46,36,10,Wolfsburg,1
RB Leipzig,Union Berlin,1,False,True,3,2,away,Loss,True,3.0,Goal,True,Bundesliga,3,27,"L,W,W,D,D",15,6,6,51,42,30,12,Union Berlin,0
FC Koln,Ein Frankfurt,1,False,True,2,1,away,Draw,True,3.0,Goal,True,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
Bayern Munich,Bochum,7,True,False,7,0,away,Win,True,3.0,No Goal,False,Bundesliga,15,27,"L,D,W,W,L",8,2,17,26,30,60,-30,Bochum,2
Bochum,Freiburg,0,True,False,1,1,away,Loss,False,4.0,No Goal,True,Bundesliga,5,27,"L,D,D,W,D",13,8,6,47,39,36,3,Freiburg,0
Dortmund,Hertha,1,True,False,1,0,away,Win,True,4.0,No Goal,False,Bundesliga,17,27,"L,D,L,D,L",5,7,15,22,31,50,-19,Hertha,2
Augsburg,Hoffenheim,0,True,False,1,1,away,Loss,False,4.0,No Goal,True,Bundesliga,14,27,"W,W,W,L,L",8,4,15,28,37,46,-9,Hoffenheim,1
Leverkusen,Mainz,3,True,False,3,0,away,Win,True,4.0,No Goal,False,Bundesliga,8,27,"D,W,D,D,W",11,8,8,41,45,38,7,Mainz,1
Wolfsburg,RB Leipzig,0,True,False,2,2,away,Loss,False,4.0,No Goal,True,Bundesliga,4,27,"W,L,L,W,L",14,6,7,48,50,33,17,RB Leipzig,0
Union Berlin,Schalke 04,6,False,True,7,1,away,Win,True,4.0,Goal,True,Bundesliga,18,27,"L,L,D,D,W",4,9,14,21,21,50,-29,Schalke 04,2
M'gladbach,Bayern Munich,1,False,True,2,1,away,Draw,True,4.0,Goal,True,Bundesliga,1,27,"W,W,L,W,W",17,7,3,58,77,29,48,Bayern Munich,0
Stuttgart,FC Koln,0,True,False,0,0,away,Draw,False,4.0,No Goal,False,Bundesliga,12,27,"W,D,L,L,D",7,10,10,31,36,45,-9,FC Koln,1
Ein Frankfurt,Werder Bremen,4,False,True,7,3,away,Win,True,4.0,Goal,True,Bundesliga,11,27,"D,L,D,L,L",9,5,13,32,42,52,-10,Werder Bremen,1
Hoffenheim,Dortmund,0,True,False,1,1,away,Loss,False,5.0,No Goal,True,Bundesliga,2,27,"W,L,W,D,W",18,2,7,56,59,36,23,Dortmund,0
Werder Bremen,Bochum,2,True,False,2,0,away,Win,True,5.0,No Goal,False,Bundesliga,15,27,"L,D,W,W,L",8,2,17,26,30,60,-30,Bochum,2
Freiburg,Leverkusen,3,False,True,5,2,away,Win,True,5.0,Goal,True,Bundesliga,6,27,"W,W,W,W,W",13,4,10,43,51,41,10,Leverkusen,0
Schalke 04,Stuttgart,1,False,True,2,1,away,Draw,True,5.0,Goal,True,Bundesliga,16,27,"W,L,L,D,L",5,8,14,23,32,47,-15,Stuttgart,2
Bayern Munich,Union Berlin,1,False,True,2,1,away,Draw,True,5.0,Goal,True,Bundesliga,3,27,"L,W,W,D,D",15,6,6,51,42,30,12,Union Berlin,0
FC Koln,Wolfsburg,4,False,True,6,2,away,Win,True,5.0,Goal,True,Bundesliga,9,27,"L,D,W,D,D",10,9,8,39,46,36,10,Wolfsburg,1
RB Leipzig,Ein Frankfurt,0,True,False,4,4,away,Loss,False,5.0,No Goal,True,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
Hertha,Augsburg,2,True,False,2,0,away,Win,True,5.0,No Goal,False,Bundesliga,13,27,"L,D,D,L,W",8,5,14,29,35,50,-15,Augsburg,1
Mainz,M'gladbach,1,True,False,1,0,away,Win,True,5.0,No Goal,False,Bundesliga,10,27,"W,D,D,L,D",9,8,10,35,42,44,-2,M'gladbach,1
Augsburg,Werder Bremen,1,True,False,1,0,away,Win,True,6.0,No Goal,False,Bundesliga,11,27,"D,L,D,L,L",9,5,13,32,42,52,-10,Werder Bremen,1
Stuttgart,Bayern Munich,2,False,True,4,2,away,Draw,True,6.0,Goal,True,Bundesliga,1,27,"W,W,L,W,W",17,7,3,58,77,29,48,Bayern Munich,0
Wolfsburg,Ein Frankfurt,1,True,False,1,0,away,Win,True,6.0,No Goal,False,Bundesliga,7,27,"L,D,L,D,D",11,8,8,41,48,40,8,Ein Frankfurt,0
Leverkusen,Hertha,2,False,True,4,2,away,Draw,True,6.0,Goal,True,Bundesliga,17,27,"L,D,L,D,L",5,7,15,22,31,50,-19,Hertha,2
Mainz,Hoffenheim,1,False,True,5,4,away,Loss,True,6.0,Goal,True,Bundesliga,14,27,"W,W,W,L,L",8,4,15,28,37,46,-9,Hoffenheim,1
